text,text_implied,target,stereotype
"[""then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .""]",['Whites perpetuate self-hatred'],['Whites'],[]
"[""the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler""]",['Minorities are less than the white race'],['Minorities'],[]
"[""the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler""]",['Nazis were good people.'],['Nazis'],[]
"[""pretty sure boring whites who think they're superior due to their lacking heritage are worse .""]",['White people are boring.'],['white people'],[]
"[""pretty sure boring whites who think they're superior due to their lacking heritage are worse .""]",['Progressive whites brim with arrogance.'],['Progressive whites'],[]
"['"" rt  """" roof probably reacted to barrack obamas presidency & the rapidly declining percentage of whites in the us population . """" """" - """"""']",['Minorities are taking over America'],['Minorities'],[]
['elder from all of white racist trump loving americans . happy thanksgiving to you and your family sir .'],['Trump supporters are white racists.'],['Trump supporters'],[]
['elder from all of white racist trump loving americans . happy thanksgiving to you and your family sir .'],['White conservatives are racist.'],['White conservatives'],[]
['as the population of non whites and muslims grows  americana will become meaningless !'],['Minorities want to destroy white culture.'],['Minorities'],[]
['as the population of non whites and muslims grows  americana will become meaningless !'],['White people are the minority.'],['white people'],[]
"['""  """" : african immigrants brutally beat white people in melbourne home invasion via """" """" """"""']",['Black immigrants are vicious and brutal.'],['Black immigrants'],[]
"['""  """" : african immigrants brutally beat white people in melbourne home invasion via """" """" """"""']","[""African immigrants don't like white people.""]",['African immigrants'],[]
['yea white rich people or racists'],['White rich people are racist.'],['white rich people'],[]
['yea white rich people or racists'],['Whites are racists'],['Whites'],[]
['. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot'],['LGBTS supporters are stupid.'],['LGBTS supporters'],[]
['. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot'],['Gays are dumb and ignorant.'],['Gays'],[]
['us appeals court revives holocaust suit against hungary via #withjewswelose'],['Jews are liars'],['Jews'],[]
['us appeals court revives holocaust suit against hungary via #withjewswelose'],['Jews hurt other people.'],['Jews'],[]
['white pride'],['White people think they are better than others.'],['white people'],[]
['white pride'],['Minorities are inferior.'],['Minorities'],[]
"[""absolutely not . sessions is a rotten racist and crazy kkk . u don't need a racist to stop illegals .""]",['Illegal immigrants are trying to take over.'],['Illegal immigrants'],[]
"[""absolutely not . sessions is a rotten racist and crazy kkk . u don't need a racist to stop illegals .""]",['White people are racist'],['white people'],[]
['jew commissions poll  says 80 % of americans believe in coming second holocaust | read more :'],"[""Americans don't like Jewish people""]",['Americans'],[]
['jew commissions poll  says 80 % of americans believe in coming second holocaust | read more :'],['Jews control institutions'],['Jews'],[]
"[""don't forget the 125 million * legal * non-whites tooyou would need to deputize all of white america to succeed but unfortunately half of them are liberal and only 8 % overall are sympathetic to white nationalism . plus  majority are passive lemmings who'll never take direct action .""]",['White people are either weak or racists'],['White people'],[]
"[""don't forget the 125 million * legal * non-whites tooyou would need to deputize all of white america to succeed but unfortunately half of them are liberal and only 8 % overall are sympathetic to white nationalism . plus  majority are passive lemmings who'll never take direct action .""]",['Immigrants are enemies'],['Immigrants'],[]
['sadly too many whites are doing the chopping . collaborators in our demise .'],['Whites are plotting against others'],['Whites'],[]
['black people fracture the skull of a white guy .. via'],['Black people are violent.'],['black people'],[]
['black people fracture the skull of a white guy .. via'],['Black folks are violent.'],['Black folks'],[]
['white power'],['Minorities are less than whites'],['Minorities'],[]
['white power'],['White people are better than other races.'],['white people'],[]
['white power'],['White people are superior.'],['white people'],[]
['white power'],['non-white people are inferior'],['non-white people'],[]
['do white lives have any value ? your thoughts ?'],['Minorities deride whites as a race.'],['Minorities'],[]
['multicultism is anti-white hatred . we built this country . you will not replace us .'],['Progressives hate whites.'],['Progressives'],[]
['multicultism is anti-white hatred . we built this country . you will not replace us .'],['Multicultured people hate whites.'],['Multicultured people'],[]
['rt : #california gives $ 3 mill for legal assistance to central americans #noamnesty'],['Immigrants mooch off the government'],['Immigrants'],[]
['rt : #california gives $ 3 mill for legal assistance to central americans #noamnesty'],['California loves immigrants.'],['California'],[]
['no more white submissivism to jewish supremacism .'],"[""White people shouldn't waiver to Jews.""]",['white people'],[]
['no more white submissivism to jewish supremacism .'],['Jews are arrogant'],['Jews'],[]
['and my neighborhood is diverse.white  black  italian  asian etc . we all agree . stfu commie hippies ! ! !'],['Communists hate everyone.'],['communists'],[]
['and my neighborhood is diverse.white  black  italian  asian etc . we all agree . stfu commie hippies ! ! !'],['All hate communists'],['Communists'],[]
['cuomo : do you like you ny state now  without white heterosexual christian republicans ?'],['Heterosexual Christian Republicans are bad politicians.'],['heterosexual Christian republicans'],[]
['cuomo : do you like you ny state now  without white heterosexual christian republicans ?'],['Minorities ruin society.'],['Minorities'],[]
['jared you must reconsider naming jews white'],"[""Jews aren't white/""]",['Jews'],[]
['jared you must reconsider naming jews white'],['Jews are beneath the white race.'],['Jews'],[]
['we need few more video like this to open eyes of sleeping hindus christian conversion is big'],['Hindus are ignorant'],['Hindus'],[]
['perhaps some of the #msm is starting to open their eyes and see the true racial #truth #govt #us #africa'],['Liberals are ignorant'],['Liberals'],[]
['perhaps some of the #msm is starting to open their eyes and see the true racial #truth #govt #us #africa'],['blacks discriminates toward whites'],['whites'],[]
