id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
615,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Avanti un'altra che ha sofferto perchè è troppo ricca.,,,,,,
616,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","L'ipocrisia di questa persona,",,,,,,
,,,è unica e sola!,,,,,,
,,,"Si ricorda sempre ,con forte ritardo, gli eccessi della sua vita, e i divani che ha collaudato ,per fare film!",,,,,,
617,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Ah, quindi si diventa bionde",,"mocking, stereotype generalization","Ah, quindi si diventa bionde","Ah, quindi si diventa bionde",,
618,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","insomma per tutto il resto non mi sembri così ""savia""",,,,,,
619,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",In mano le piace tenere qualcos'altro 😅,,derogatory and belittling,In mano le piace tenere qualcos'altro 😅,,,
620,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Ora ha ritrovato notorietà con questa uscita, tra 6 mesi quando tutti si saranno dimenticati di lei uscirà con un'altra notizia shock tipo che si fuma 100 sigarette perché è morto il canarino...",,mocking,tra 6 mesi quando tutti si saranno dimenticati di lei uscirà con un'altra notizia shock tipo che si fuma 100 sigarette perché è morto il canarino...,,,
621,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Quella che ha sempre pontificato pretendendo di essere presa sul serio? E c'era (c'è ) pure chi stava (sta) ad ascoltarla....nonostante sia una ubriacona, tossica e sballata per sua stessa ammissione. Eccezionale.",,,,,,
622,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Avesse dovuto andare a lavorare avrebbe smesso molto prima. Garantito.,,,,,,
623,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",È proprio brava però... ora se riesce ad eliminare il sesso è perfetta....,,,,,,
624,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Vediamo quanti Kg. Prendi,,beauty standard expectations,Vediamo quanti Kg. Prendi,,,
625,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Finalmente una frase e un gesto intelligente da parte di questa ""attrice """,,,,,,
626,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Più che altro hanno fatto bene a toglierli il vino,,,,,,
627,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Le piace tenere in mano altro ... mo ci vuole moralizzare,,,,,,
628,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ecco!!! Se stai 6 mesi anche in silenzio è meglio!!,,derogatory and belittling,Se stai 6 mesi anche in silenzio è meglio!!,,,
629,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Diamogli tempo 5 6 mesi e riniziera sia con il fumo che con l'alcol la signorina,,,,,,
630,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ormai i danni sono stati fatti!,,,,,,
631,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",E con la droga tiene duro?,,,,,,
632,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Con tutti gli stecchi che ha preso in mano?,,,,,,
633,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Diciamo che si è rifatta anche un po' il viso,,,,,,
634,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Certo che a questa ce ne vuole per capire le cose......,,derogatory and belittling,Certo che a questa ce ne vuole per capire le cose......,,,
635,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Erano i suoi unici pregi,,,,,,
636,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Solo bamba 🤗,,,,,,
637,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",“Ora Pippo a secco !”,,,,,,
638,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Il problema è che in mano tieni qualcos’altro,,"stereotype generalization, conservative limiting",Il problema è che in mano tieni qualcos’altro, in mano tieni qualcos’altro,,
639,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ok !! Ma ti manca ancora di andare stabilmente fuori dall’Italia ….tutte le promesse vanno mantenute …..!! E ringrazia i soldi di papà …… se facevi l’operaia ……..,,,,,,
640,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Non é che tenevi in mano altro??,,,,,,
641,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Infatti si sono visti i risultati,,,,,,
642,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",E la droga quando??🤣,,,,,,
643,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Avrà preso più roba di trainspotting, adesso il suo problema è una sigaretta 🤣🤣🤣🤣",,,,,,
644,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Il suo problema è la testa...,,,,,,
645,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ormai il cervello è andato,,,,,,
646,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Bravissima e mi raccomando sempre magra!,,,,,,
647,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Non so se ha fumato più siga o preso più 🦜🦜🦜🦜,,,,,,
648,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Meglio tenere in mano il trunchetto della felicità,,,,,,
649,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Brava, ti allunga la vita se vuoi spendere tutti i soldi del papà",,"derogatory and belittling, men-dominated power structure","Brava, ti allunga la vita se vuoi spendere tutti i soldi del papà","Brava, ti allunga la vita se vuoi spendere tutti i soldi del papà",,
650,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Anche col cinci ha iniziato presto !!! Ma con quello non smette,,,,,,
651,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Praticamente a 14 anni aveva iniziato ogni pessima abitudine, ma almeno non dire nulla cacchio!",,conservative limiting,Praticamente a 14 anni aveva iniziato ogni pessima abitudine,,,
652,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Neanche qualche slinguazzata ai cani ?? Da quando è andata via dall Italia è proprio diventata brava,,"derogatory and belittling, conservative limiting, mocking",Neanche qualche slinguazzata ai cani ??,Neanche qualche slinguazzata ai cani ??,Neanche qualche slinguazzata ai cani ??,
653,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Era ora che facessi la brava ragazza!!,,conservative limiting,Era ora che facessi la brava ragazza!!,,,
654,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Ascoltare quello che dice,, mi si rivolta lo stomaco,, proprio lei parla,, ma stai zitta ne hai fatte di ogni!!!!! ",,,,,,
655,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Bionda no... non ti dona,,,,,,
656,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Hai provato a stare senza salsiccia per un quarto d'ora? Secondo me non ce la fai 🤣🤣🤣,,,,,,
657,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Sicuramente è più salutare limonare con un cane  ,,,,,,
658,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Quindi dopo il tabacco e alcool smetti anche di amoreggiare coi cani ?,,,,,,
659,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","Asia ancora non sei crescita ,forse dipende dal fatto che sei cresciuta senza mamma, mi fai solo pena ti sei venduta per poco",,"conservative limiting, derogatory and belittling",mi fai solo pena ti sei venduta per poco, ti sei venduta per poco,,
660,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",adesso tornerà ad essere vergine,,,,,,
661,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Brava!! Non smettere con l’uccello però,I traguardi delle donne è in  secondo piano rispetto alla loro sessualizzazione,,,,,
662,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Mi sembra tardi ormai...la tua situazione mentale è irrecuperabile,,,,,,
663,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",In bocca e' abituata ad altro,,,,,,
664,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",La negazione dellessere DONNA ,,"conservative limiting, gender distinction",La negazione dellessere DONNA,La negazione dellessere DONNA,,
665,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Infatti si vedono i risultati del tuo cervello,,,,,,
666,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ora solo dipendente da sesso,,"derogatory and belittling, conservative limiting",Ora solo dipendente da sesso,Ora solo dipendente da sesso,,
667,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",E da San patrignano è tutto a voi studio,,mocking,E da San patrignano è tutto a voi studio,,,
668,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Questa prima si è tracannata di tutto e mo fa la morale,,,,,,
669,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Adesso basta che smetta di slinguarsi i cani poi santa subito,,"conservative limiting, sexual objectification, mocking",basta che smetta di slinguarsi i cani poi santa subito,basta che smetta di slinguarsi i cani,poi santa subito,
670,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Creiamo l’associazione canina MeToo?,,,,,,
671,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ma il caxxo ti piace sempre o hai smesso pure con quello?,,,,,,
672,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»","E soprattutto senza coca, così ora vedrà sicuramente meno uccelli violenti.",,,,,,
673,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Che finezza  🙃🙉😱,,,,,,
674,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ti è rimasto solo il c.....,,,,,,
675,Il Messaggero,"Asia Argento, sei mesi senza fumo e niente alcol: «Ho iniziato a 14 anni per sentirmi grande, ora sono libera»",Ma se ti sei fatta l'impossibile e ora vuoi passare da Verginella!!!,,"double standard, conservative limiting",Ma se ti sei fatta l'impossibile e ora vuoi passare da Verginella!!!,Ma se ti sei fatta l'impossibile e ora vuoi passare da Verginella!!!,,
676,Il Messaggero,Diletta Leotta: «Ci si può innamorare anche di chi non ha un conto in banca cospicuo». Polemiche social contro la futura mamma,Ti aspetto!,,,,,,
677,Il Messaggero,Diletta Leotta: «Ci si può innamorare anche di chi non ha un conto in banca cospicuo». Polemiche social contro la futura mamma,"quando lui dice beh, non ha tette ma stavolta passa dai.",,,,,,
